debate_id,side_swap_group_id,topic_id,proposition_text,reference_judges,model,opponent,own_side,self_margin_as_a,self_margin_as_b,self_margin,panel_self_margin,panel_normalized_self_margin,self_panel_shift,order_a_advantage,order_margin_range,self_outcome,panel_outcome,self_win,self_tie,opponent_win,panel_win,panel_loss,panel_agreement,both_orders_opponent_win,order_decisive_flip,order_outcome_changed,loss_ack,robust_loss_ack,task_as_a,task_as_b,argument_strength_self,argument_strength_opponent,argument_strength_gap,argument_strength_panel_gap,argument_strength_shift,rebuttal_quality_self,rebuttal_quality_opponent,rebuttal_quality_gap,rebuttal_quality_panel_gap,rebuttal_quality_shift,grounding_and_epistemic_discipline_self,grounding_and_epistemic_discipline_opponent,grounding_and_epistemic_discipline_gap,grounding_and_epistemic_discipline_panel_gap,grounding_and_epistemic_discipline_shift,originality_of_argument_self,originality_of_argument_opponent,originality_of_argument_gap,originality_of_argument_panel_gap,originality_of_argument_shift,rhetorical_effectiveness_self,rhetorical_effectiveness_opponent,rhetorical_effectiveness_gap,rhetorical_effectiveness_panel_gap,rhetorical_effectiveness_shift
prop_0424__kimi-k3__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0424__claude-fable-5-1-high__kimi-k3__tpl_placement_active_20260813a,prop_0424,"Cities should invest more in low-cost social infrastructure such as libraries, recreation centers, and late-hour public spaces than in app-based loneliness interventions.",3,kimi-k3,claude-fable-5-1-high,pro,-1.2,-1.5,-1.35,-0.8333333333333334,-0.7838888889,-0.5166666666666667,0.15000000000000002,0.30000000000000004,-1,-1,0,0,1,0,1,1,1,0,0,1.0,1.0,be2980fa6ee735a20abb539a,0ab1735faaa81a34a8e8fcdd,8.0,8.5,-0.5,-0.3333333333333339,-0.16666666666666607,7.5,9.0,-1.5,-0.666666666666667,-0.833333333333333,9.0,8.5,0.5,0.33333333333333304,0.16666666666666696,7.5,8.5,-1.0,-1.0000000000000009,8.881784197001252e-16,8.0,9.0,-1.0,0.0,-1.0
prop_0424__claude-fable-5-1-high__kimi-k3__s0__tpl_placement_active_20260813a,prop_0424__claude-fable-5-1-high__kimi-k3__tpl_placement_active_20260813a,prop_0424,"Cities should invest more in low-cost social infrastructure such as libraries, recreation centers, and late-hour public spaces than in app-based loneliness interventions.",3,claude-fable-5-1-high,kimi-k3,pro,0.9,0.9,0.9,0.5666666666666668,0.5729629629666666,0.33333333333333326,0.0,0.0,1,1,1,0,0,1,0,1,0,0,0,,,c0ed3fade1d401b132f8334b,c023ca71d21d675ba1e64fce,7.5,7.0,0.5,0.666666666666667,-0.16666666666666696,7.0,7.0,0.0,0.33333333333333304,-0.33333333333333304,7.0,7.0,0.0,0.33333333333333304,-0.33333333333333304,6.5,7.0,-0.5,0.0,-0.5,8.0,7.5,0.5,0.33333333333333215,0.16666666666666785
prop_0277__claude-opus-5-high__grok-4.6-high__s0__tpl_placement_active_20260813a,prop_0277__claude-opus-5-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0277,Popular tourist cities should spread visitor demand across neighborhoods and seasons rather than keep funneling most tourism into the same overloaded districts.,3,grok-4.6-high,claude-opus-5-high,con,-1.3,-1.3,-1.3,-1.6666666666666667,-1.6055555555666665,0.3666666666666667,0.0,0.0,-1,-1,0,0,1,0,1,1,1,0,0,1.0,1.0,a1cfd416ad11043c9a6b03c6,d76a87e9e07c1eaf2ab238b4,7.0,8.0,-1.0,-1.333333333333333,0.33333333333333304,7.0,8.0,-1.0,-1.666666666666666,0.6666666666666661,8.0,8.0,0.0,-0.3333333333333339,0.3333333333333339,7.5,8.0,-0.5,-0.666666666666667,0.16666666666666696,7.5,8.0,-0.5,-0.9999999999999991,0.4999999999999991
prop_0277__grok-4.6-high__claude-opus-5-high__s1__tpl_placement_active_20260813a,prop_0277__claude-opus-5-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0277,Popular tourist cities should spread visitor demand across neighborhoods and seasons rather than keep funneling most tourism into the same overloaded districts.,3,claude-opus-5-high,grok-4.6-high,con,1.3,1.4,1.35,1.8666666666666665,1.7787037037,-0.5166666666666664,-0.04999999999999993,0.09999999999999987,1,1,1,0,0,1,0,1,0,0,0,,,611fb633bed3381315048165,73d3c73cba47b2e0334a1199,8.0,7.0,1.0,1.333333333333334,-0.3333333333333339,8.0,7.0,1.0,1.333333333333334,-0.3333333333333339,7.0,7.0,0.0,0.3333333333333339,-0.3333333333333339,8.0,6.5,1.5,1.333333333333333,0.16666666666666696,8.0,8.0,0.0,0.666666666666667,-0.666666666666667
prop_0277__claude-opus-5-high__grok-4.6-high__s0__tpl_placement_active_20260813a,prop_0277__claude-opus-5-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0277,Popular tourist cities should spread visitor demand across neighborhoods and seasons rather than keep funneling most tourism into the same overloaded districts.,3,claude-opus-5-high,grok-4.6-high,pro,1.3,1.6,1.4500000000000002,1.6666666666666667,1.6055555555666665,-0.21666666666666656,-0.15000000000000002,0.30000000000000004,1,1,1,0,0,1,0,1,0,0,0,,,3d90fcd211bedd3b490f47d6,20d1ed8c03cb280d6b6cb493,8.0,7.0,1.0,1.333333333333333,-0.33333333333333304,8.0,7.5,0.5,1.666666666666666,-1.166666666666666,7.5,7.0,0.5,0.3333333333333339,0.16666666666666607,7.5,7.5,0.0,0.666666666666667,-0.666666666666667,8.5,8.0,0.5,0.9999999999999991,-0.4999999999999991
prop_0277__grok-4.6-high__claude-opus-5-high__s1__tpl_placement_active_20260813a,prop_0277__claude-opus-5-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0277,Popular tourist cities should spread visitor demand across neighborhoods and seasons rather than keep funneling most tourism into the same overloaded districts.,3,grok-4.6-high,claude-opus-5-high,pro,-1.5,-1.5,-1.5,-1.8666666666666665,-1.7787037037,0.3666666666666665,0.0,0.0,-1,-1,0,0,1,0,1,1,1,0,0,1.0,1.0,b6e1bf933a0bc225ca837bb2,dbfde6b6efefe8ea08a9bb3e,7.0,8.0,-1.0,-1.333333333333334,0.3333333333333339,7.0,8.0,-1.0,-1.333333333333334,0.3333333333333339,7.0,8.0,-1.0,-0.3333333333333339,-0.6666666666666661,6.5,8.0,-1.5,-1.333333333333333,-0.16666666666666696,7.0,8.0,-1.0,-0.666666666666667,-0.33333333333333304
prop_0119__claude-fable-5-1-high__claude-opus-5-high__s0__tpl_placement_active_20260813a,prop_0119__claude-fable-5-1-high__claude-opus-5-high__tpl_placement_active_20260813a,prop_0119,Restaurants should replace tipping-based compensation with higher base pay and clearly included service charges rather than rely on customer guilt and hidden labor costs.,3,claude-fable-5-1-high,claude-opus-5-high,pro,0.8,1.1,0.9500000000000001,0.2333333333333333,0.32268518520000006,0.7166666666666668,-0.15000000000000002,0.30000000000000004,1,0,1,0,0,0,0,0,0,0,0,,,2c4a53698d455ad40da78feb,9985f97d6f40b08f34a320b9,7.0,7.0,0.0,-0.666666666666667,0.666666666666667,7.5,7.0,0.5,-0.33333333333333304,0.833333333333333,6.5,8.0,-1.5,-1.333333333333334,-0.16666666666666607,6.0,7.0,-1.0,0.0,-1.0,8.0,8.0,0.0,0.3333333333333339,-0.3333333333333339
prop_0119__claude-opus-5-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0119__claude-fable-5-1-high__claude-opus-5-high__tpl_placement_active_20260813a,prop_0119,Restaurants should replace tipping-based compensation with higher base pay and clearly included service charges rather than rely on customer guilt and hidden labor costs.,3,claude-fable-5-1-high,claude-opus-5-high,con,0.8,1.2,1.0,0.7333333333333334,0.6925925926,0.2666666666666666,-0.19999999999999996,0.3999999999999999,1,1,1,0,0,1,0,1,0,0,0,,,8e1ab0506b15d9378eddb658,43922c551131c9956a5c998f,7.5,7.0,0.5,0.33333333333333304,0.16666666666666696,7.5,7.0,0.5,0.33333333333333304,0.16666666666666696,7.0,7.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0
prop_0119__claude-fable-5-1-high__claude-opus-5-high__s0__tpl_placement_active_20260813a,prop_0119__claude-fable-5-1-high__claude-opus-5-high__tpl_placement_active_20260813a,prop_0119,Restaurants should replace tipping-based compensation with higher base pay and clearly included service charges rather than rely on customer guilt and hidden labor costs.,3,claude-opus-5-high,claude-fable-5-1-high,con,-1.2,-1.0,-1.1,-0.2333333333333333,-0.32268518520000006,-0.8666666666666668,-0.09999999999999998,0.19999999999999996,-1,0,0,0,1,0,0,0,1,0,0,,,824e023c0bce985491f6468f,ff5052b23bed505f118c4ef8,7.0,8.0,-1.0,0.666666666666667,-1.666666666666667,8.0,8.0,0.0,0.33333333333333304,-0.33333333333333304,7.5,7.0,0.5,1.333333333333334,-0.8333333333333339,8.0,7.5,0.5,0.0,0.5,8.0,8.5,-0.5,-0.3333333333333339,-0.16666666666666607
prop_0119__claude-opus-5-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0119__claude-fable-5-1-high__claude-opus-5-high__tpl_placement_active_20260813a,prop_0119,Restaurants should replace tipping-based compensation with higher base pay and clearly included service charges rather than rely on customer guilt and hidden labor costs.,3,claude-opus-5-high,claude-fable-5-1-high,pro,-1.0,0.8,-0.09999999999999998,-0.7333333333333334,-0.6925925926,0.6333333333333334,-0.9,1.8,0,-1,0,1,0,0,1,0,0,1,1,0.0,0.0,693a7c44d4a09919c12803ac,5d4993424f695e9ad1a60a46,7.5,8.0,-0.5,-0.33333333333333304,-0.16666666666666696,8.0,8.0,0.0,-0.33333333333333304,0.33333333333333304,7.0,7.5,-0.5,0.0,-0.5,8.0,7.5,0.5,0.0,0.5,9.0,8.0,1.0,0.0,1.0
prop_0532__claude-fable-5-1-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a,prop_0532__claude-fable-5-1-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0532,Cities should allow dynamic congestion or curb pricing for delivery and ride-hail vehicles rather than keep curb space mostly free.,3,gpt-6-astra-high,claude-fable-5-1-high,con,1.1,1.7,1.4,-1.9333333333333333,-1.7850000000000001,3.333333333333333,-0.29999999999999993,0.5999999999999999,1,-1,1,0,0,0,1,0,0,0,0,0.0,0.0,c140967a3b35577a8c995d9f,e2eea8c60a2528b677ef2743,8.0,7.0,1.0,-1.333333333333334,2.333333333333334,8.0,6.5,1.5,-1.333333333333334,2.833333333333334,8.0,6.0,2.0,-0.3333333333333339,2.333333333333334,7.0,7.0,0.0,-1.0,1.0,8.0,8.0,0.0,-0.9999999999999991,0.9999999999999991
prop_0532__gpt-6-astra-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0532__claude-fable-5-1-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0532,Cities should allow dynamic congestion or curb pricing for delivery and ride-hail vehicles rather than keep curb space mostly free.,3,claude-fable-5-1-high,gpt-6-astra-high,con,-0.9,1.3,0.2,-0.4000000000000001,-0.45333333333333337,0.6000000000000001,-1.1,2.2,0,0,0,1,0,0,0,1,0,1,1,,,50f6902b69e8b754cec16dd6,9c1d263d084b8b23088bbf03,7.0,6.5,0.5,0.3333333333333339,0.16666666666666607,7.5,6.5,1.0,-0.3333333333333339,1.333333333333334,7.0,7.0,0.0,0.0,0.0,7.0,5.5,1.5,-0.33333333333333304,1.833333333333333,8.0,6.0,2.0,0.9999999999999991,1.0000000000000009
prop_0532__gpt-6-astra-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0532__claude-fable-5-1-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0532,Cities should allow dynamic congestion or curb pricing for delivery and ride-hail vehicles rather than keep curb space mostly free.,3,gpt-6-astra-high,claude-fable-5-1-high,pro,2.1,2.2,2.1500000000000004,0.4000000000000001,0.45333333333333337,1.7500000000000002,-0.050000000000000044,0.10000000000000009,1,0,1,0,0,0,0,0,0,0,0,,,ee1dd4b1b4f36b95cd2e285d,c4acc22c4b4b1b9dd1d1a472,8.0,6.0,2.0,-0.3333333333333339,2.333333333333334,8.0,5.0,3.0,0.3333333333333339,2.666666666666666,8.0,5.5,2.5,0.0,2.5,7.0,6.5,0.5,0.33333333333333304,0.16666666666666696,8.0,7.0,1.0,-0.9999999999999991,1.9999999999999991
prop_0532__claude-fable-5-1-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a,prop_0532__claude-fable-5-1-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0532,Cities should allow dynamic congestion or curb pricing for delivery and ride-hail vehicles rather than keep curb space mostly free.,3,claude-fable-5-1-high,gpt-6-astra-high,pro,1.6,1.6,1.6,1.9333333333333333,1.7850000000000001,-0.33333333333333326,0.0,0.0,1,1,1,0,0,1,0,1,0,0,0,,,779072dfe3c960a87c745925,9f08bdea2c04855897a3c493,7.5,6.0,1.5,1.333333333333334,0.16666666666666607,8.0,6.5,1.5,1.333333333333334,0.16666666666666607,7.0,7.0,0.0,0.3333333333333339,-0.3333333333333339,6.5,5.5,1.0,1.0,0.0,8.0,6.0,2.0,0.9999999999999991,1.0000000000000009
prop_0291__kimi-k3__grok-4.6-high__s1__tpl_placement_active_20260813a,prop_0291__grok-4.6-high__kimi-k3__tpl_placement_active_20260813a,prop_0291,Parents should be allowed to impose operating-system-level age and recommendation limits on teenagers' devices that third-party apps cannot easily bypass.,3,kimi-k3,grok-4.6-high,pro,1.5,1.5,1.5,1.7,1.5057142856999999,-0.19999999999999996,0.0,0.0,1,1,1,0,0,1,0,1,0,0,0,,,61f42e9ff08788310fe95237,83d6e564835126b15240fa0d,8.0,7.0,1.0,0.9999999999999991,8.881784197001252e-16,8.0,7.0,1.0,1.333333333333333,-0.33333333333333304,8.0,7.5,0.5,0.666666666666667,-0.16666666666666696,7.5,8.0,-0.5,-0.3333333333333339,-0.16666666666666607,8.0,8.0,0.0,0.666666666666667,-0.666666666666667
prop_0291__kimi-k3__grok-4.6-high__s1__tpl_placement_active_20260813a,prop_0291__grok-4.6-high__kimi-k3__tpl_placement_active_20260813a,prop_0291,Parents should be allowed to impose operating-system-level age and recommendation limits on teenagers' devices that third-party apps cannot easily bypass.,3,grok-4.6-high,kimi-k3,con,-1.2,-1.2,-1.2,-1.7,-1.5057142856999999,0.5,0.0,0.0,-1,-1,0,0,1,0,1,1,1,0,0,1.0,1.0,ffa306d34e53b55b497ff6e0,b411c0a000f12e29ee7bcfcb,7.0,8.0,-1.0,-0.9999999999999991,-8.881784197001252e-16,7.0,8.0,-1.0,-1.333333333333333,0.33333333333333304,7.5,8.0,-0.5,-0.666666666666667,0.16666666666666696,8.0,7.0,1.0,0.3333333333333339,0.6666666666666661,7.5,8.0,-0.5,-0.666666666666667,0.16666666666666696
prop_0291__grok-4.6-high__kimi-k3__s0__tpl_placement_active_20260813a,prop_0291__grok-4.6-high__kimi-k3__tpl_placement_active_20260813a,prop_0291,Parents should be allowed to impose operating-system-level age and recommendation limits on teenagers' devices that third-party apps cannot easily bypass.,3,grok-4.6-high,kimi-k3,pro,-1.6,-1.2,-1.4,-2.2666666666666666,-2.0197619047666664,0.8666666666666667,-0.20000000000000007,0.40000000000000013,-1,-1,0,0,1,0,1,1,1,0,0,1.0,1.0,d14e82ff039aef0bead99f30,6b86861901fc1327ef9f9b40,7.0,8.0,-1.0,-1.666666666666667,0.666666666666667,6.0,8.0,-2.0,-2.333333333333333,0.33333333333333304,6.5,7.5,-1.0,-1.666666666666667,0.666666666666667,7.0,8.0,-1.0,-1.333333333333333,0.33333333333333304,7.0,8.0,-1.0,-1.333333333333334,0.3333333333333339
prop_0291__grok-4.6-high__kimi-k3__s0__tpl_placement_active_20260813a,prop_0291__grok-4.6-high__kimi-k3__tpl_placement_active_20260813a,prop_0291,Parents should be allowed to impose operating-system-level age and recommendation limits on teenagers' devices that third-party apps cannot easily bypass.,3,kimi-k3,grok-4.6-high,con,-1.5,2.2,0.3500000000000001,2.2666666666666666,2.0197619047666664,-1.9166666666666665,-1.85,3.7,0,1,0,1,0,1,0,0,0,1,1,,,7268597c711e88a561f9d75d,3cb042d97a1a3f337aebf416,8.5,7.5,1.0,1.666666666666667,-0.666666666666667,8.5,6.5,2.0,2.333333333333333,-0.33333333333333304,7.5,8.0,-0.5,1.666666666666667,-2.166666666666667,8.0,7.0,1.0,1.333333333333333,-0.33333333333333304,9.0,8.0,1.0,1.333333333333334,-0.3333333333333339
prop_0317__muse-spark-1.3-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,prop_0317__claude-sonnet-5-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0317,Major live-event ticketing platforms should be required to cap resale markups or provide face-value resale channels for most tickets.,3,claude-sonnet-5-high,muse-spark-1.3-high,con,-1.6,1.6,0.0,0.03333333333333336,0.18888888888888897,-0.03333333333333336,-1.6,3.2,0,0,0,1,0,0,0,1,0,1,1,,,2c36830f831ee2e31549e3ab,e9839998e4fce0ca6336b73c,7.5,7.5,0.0,0.3333333333333339,-0.3333333333333339,7.5,7.5,0.0,0.0,0.0,7.0,7.0,0.0,-0.666666666666667,0.666666666666667,7.0,7.0,0.0,0.0,0.0,7.0,8.0,-1.0,-0.666666666666667,-0.33333333333333304
prop_0317__muse-spark-1.3-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,prop_0317__claude-sonnet-5-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0317,Major live-event ticketing platforms should be required to cap resale markups or provide face-value resale channels for most tickets.,3,muse-spark-1.3-high,claude-sonnet-5-high,pro,1.2,1.5,1.35,-0.03333333333333336,-0.18888888888888897,1.3833333333333335,-0.15000000000000002,0.30000000000000004,1,0,1,0,0,0,0,0,0,0,0,,,56ff1679951d4c5e311d3c33,314caddbcade0b2074c4c84d,8.0,7.0,1.0,-0.3333333333333339,1.333333333333334,8.0,7.0,1.0,0.0,1.0,8.0,7.0,1.0,0.666666666666667,0.33333333333333304,7.0,6.0,1.0,0.0,1.0,8.0,7.0,1.0,0.666666666666667,0.33333333333333304
prop_0317__claude-sonnet-5-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0317__claude-sonnet-5-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0317,Major live-event ticketing platforms should be required to cap resale markups or provide face-value resale channels for most tickets.,3,muse-spark-1.3-high,claude-sonnet-5-high,con,-1.5,-1.5,-1.5,0.6333333333333334,0.6044444444444445,-2.1333333333333333,0.0,0.0,-1,1,0,0,1,1,0,0,1,0,0,,,88d9f0ec76d39a50ccc28f67,4481773102c160d11c1322c0,7.0,8.0,-1.0,0.3333333333333339,-1.333333333333334,7.0,8.0,-1.0,0.3333333333333339,-1.333333333333334,7.5,8.0,-0.5,0.0,-0.5,7.0,7.0,0.0,0.33333333333333304,-0.33333333333333304,7.0,8.0,-1.0,0.0,-1.0
prop_0317__claude-sonnet-5-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0317__claude-sonnet-5-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0317,Major live-event ticketing platforms should be required to cap resale markups or provide face-value resale channels for most tickets.,3,claude-sonnet-5-high,muse-spark-1.3-high,pro,1.5,-1.6,-0.050000000000000044,-0.6333333333333334,-0.6044444444444445,0.5833333333333334,1.55,3.1,0,-1,0,1,0,0,1,0,0,1,1,0.0,0.0,9f09481660ec155e7e1de806,69e6f7da47bfca325ee7d287,7.5,8.0,-0.5,-0.3333333333333339,-0.16666666666666607,7.5,7.5,0.0,-0.3333333333333339,0.3333333333333339,7.5,8.0,-0.5,0.0,-0.5,7.5,7.0,0.5,-0.33333333333333304,0.833333333333333,7.5,8.0,-0.5,0.0,-0.5
prop_0201__claude-opus-5-high__kimi-k3__s0__tpl_placement_active_20260320f,prop_0201__claude-opus-5-high__kimi-k3__tpl_placement_active_20260320f,prop_0201,Courts should permit frozen sovereign assets from aggressor states to be used for reconstruction in the countries they harmed.,3,claude-opus-5-high,kimi-k3,pro,-1.0,-1.0,-1.0,-0.5333333333333333,-0.49740740739999995,-0.4666666666666667,0.0,0.0,-1,-1,0,0,1,0,1,1,1,0,0,1.0,1.0,0c718d62784c882aa67e1a4c,d98f7bb530c746d9535601bd,7.5,8.0,-0.5,-0.6666666666666661,0.16666666666666607,7.0,8.0,-1.0,-0.9999999999999991,-8.881784197001252e-16,7.0,8.0,-1.0,-0.3333333333333339,-0.6666666666666661,7.5,7.5,0.0,0.0,0.0,8.0,8.0,0.0,0.33333333333333215,-0.33333333333333215
prop_0201__claude-opus-5-high__kimi-k3__s0__tpl_placement_active_20260320f,prop_0201__claude-opus-5-high__kimi-k3__tpl_placement_active_20260320f,prop_0201,Courts should permit frozen sovereign assets from aggressor states to be used for reconstruction in the countries they harmed.,3,kimi-k3,claude-opus-5-high,con,1.0,1.5,1.25,0.5333333333333333,0.49740740739999995,0.7166666666666667,-0.25,0.5,1,1,1,0,0,1,0,1,0,0,0,,,e817b2286ce258f5b46b203c,b8f75f7ebe7a56384a47ea00,8.0,8.0,0.0,0.6666666666666661,-0.6666666666666661,8.0,7.0,1.0,0.9999999999999991,8.881784197001252e-16,8.0,8.0,0.0,0.3333333333333339,-0.3333333333333339,8.0,8.0,0.0,0.0,0.0,8.5,8.5,0.0,-0.33333333333333215,0.33333333333333215
prop_0201__kimi-k3__claude-opus-5-high__s1__tpl_placement_active_20260320f,prop_0201__claude-opus-5-high__kimi-k3__tpl_placement_active_20260320f,prop_0201,Courts should permit frozen sovereign assets from aggressor states to be used for reconstruction in the countries they harmed.,3,kimi-k3,claude-opus-5-high,pro,-1.5,-1.0,-1.25,-1.5333333333333334,-1.3411111111,0.28333333333333344,-0.25,0.5,-1,-1,0,0,1,0,1,1,1,0,0,1.0,1.0,db71cef3703023309450702a,d56dda929d791affea197e87,8.0,8.0,0.0,-0.666666666666667,0.666666666666667,7.0,8.5,-1.5,-1.333333333333333,-0.16666666666666696,8.0,8.0,0.0,-0.666666666666667,0.666666666666667,7.0,8.0,-1.0,-1.333333333333333,0.33333333333333304,8.5,9.0,-0.5,-0.33333333333333215,-0.16666666666666785
prop_0201__kimi-k3__claude-opus-5-high__s1__tpl_placement_active_20260320f,prop_0201__claude-opus-5-high__kimi-k3__tpl_placement_active_20260320f,prop_0201,Courts should permit frozen sovereign assets from aggressor states to be used for reconstruction in the countries they harmed.,3,claude-opus-5-high,kimi-k3,con,-0.7,1.0,0.15000000000000002,1.5333333333333334,1.3411111111,-1.3833333333333333,-0.85,1.7,0,1,0,1,0,1,0,0,0,1,1,,,f5f5a3d9feb25eeb1497791b,127cb5108520d414499d7b44,8.0,8.0,0.0,0.666666666666667,-0.666666666666667,8.5,7.5,1.0,1.333333333333333,-0.33333333333333304,7.0,7.0,0.0,0.666666666666667,-0.666666666666667,8.0,7.0,1.0,1.333333333333333,-0.33333333333333304,8.5,8.0,0.5,0.33333333333333215,0.16666666666666785
prop_0045__claude-opus-5-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0045__claude-fable-5-1-high__claude-opus-5-high__tpl_placement_active_20260813a,prop_0045,Employers should stop using standardized personality tests such as MBTI and DISC in hiring and team-building because they have too little predictive validity.,3,claude-opus-5-high,claude-fable-5-1-high,pro,1.1,1.6,1.35,0.6,0.78625,0.7500000000000001,-0.25,0.5,1,1,1,0,0,1,0,1,0,0,0,,,596958894596133120e5dd67,86eb43886ff898d418dac2f4,8.0,7.0,1.0,0.666666666666667,0.33333333333333304,8.0,7.0,1.0,1.333333333333334,-0.3333333333333339,7.5,6.5,1.0,-0.3333333333333339,1.333333333333334,7.5,7.0,0.5,0.0,0.5,8.5,7.5,1.0,1.333333333333334,-0.3333333333333339
prop_0045__claude-opus-5-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0045__claude-fable-5-1-high__claude-opus-5-high__tpl_placement_active_20260813a,prop_0045,Employers should stop using standardized personality tests such as MBTI and DISC in hiring and team-building because they have too little predictive validity.,3,claude-fable-5-1-high,claude-opus-5-high,con,-1.4,-1.2,-1.2999999999999998,-0.6,-0.78625,-0.6999999999999998,-0.09999999999999998,0.19999999999999996,-1,-1,0,0,1,0,1,1,1,0,0,1.0,1.0,7214728437d8417382d82703,130d54f25002b502897df670,7.0,7.5,-0.5,-0.666666666666667,0.16666666666666696,7.0,8.0,-1.0,-1.333333333333334,0.3333333333333339,7.0,7.0,0.0,0.3333333333333339,-0.3333333333333339,7.0,7.0,0.0,0.0,0.0,7.0,8.0,-1.0,-1.333333333333334,0.3333333333333339
prop_0045__claude-fable-5-1-high__claude-opus-5-high__s0__tpl_placement_active_20260813a,prop_0045__claude-fable-5-1-high__claude-opus-5-high__tpl_placement_active_20260813a,prop_0045,Employers should stop using standardized personality tests such as MBTI and DISC in hiring and team-building because they have too little predictive validity.,3,claude-opus-5-high,claude-fable-5-1-high,con,-1.3,-1.3,-1.3,-2.1999999999999997,-2.21,0.8999999999999997,0.0,0.0,-1,-1,0,0,1,0,1,1,1,0,0,1.0,1.0,f24fe6396af16d0cb5e3af41,bf21e1f35072a603c5ea097a,7.0,8.0,-1.0,-2.000000000000001,1.0000000000000009,7.0,8.0,-1.0,-2.333333333333334,1.333333333333334,7.0,7.0,0.0,-1.0,1.0,8.0,7.0,1.0,-0.33333333333333304,1.333333333333333,8.0,8.5,-0.5,-1.666666666666667,1.166666666666667
prop_0045__claude-fable-5-1-high__claude-opus-5-high__s0__tpl_placement_active_20260813a,prop_0045__claude-fable-5-1-high__claude-opus-5-high__tpl_placement_active_20260813a,prop_0045,Employers should stop using standardized personality tests such as MBTI and DISC in hiring and team-building because they have too little predictive validity.,3,claude-fable-5-1-high,claude-opus-5-high,pro,1.4,1.7,1.5499999999999998,2.1999999999999997,2.21,-0.6499999999999999,-0.15000000000000002,0.30000000000000004,1,1,1,0,0,1,0,1,0,0,0,,,2d216de8f32a9ebda3534e39,ca9a9f86875931c47e86adef,8.0,6.5,1.5,2.000000000000001,-0.5000000000000009,8.0,6.5,1.5,2.333333333333334,-0.8333333333333339,7.0,7.0,0.0,1.0,-1.0,6.5,7.0,-0.5,0.33333333333333304,-0.833333333333333,8.0,7.0,1.0,1.666666666666667,-0.666666666666667
prop_0546__kimi-k3__grok-4.6-high__s1__tpl_placement_active_20260813a,prop_0546__grok-4.6-high__kimi-k3__tpl_placement_active_20260813a,prop_0546,Public funding for local journalism (with firewall governance) would reduce political polarization and corruption more than it would increase partisan capture or propaganda risks.,3,grok-4.6-high,kimi-k3,con,1.2,1.2,1.2,-0.6,-0.6431216931,1.7999999999999998,0.0,0.0,1,-1,1,0,0,0,1,0,0,0,0,0.0,0.0,a271455cbd13812076aca550,e5e39223627682395b694f47,8.0,7.5,0.5,0.3333333333333339,0.16666666666666607,8.0,7.5,0.5,0.0,0.5,7.5,7.0,0.5,-0.3333333333333339,0.8333333333333339,8.0,7.0,1.0,1.0,0.0,8.0,7.5,0.5,0.0,0.5
prop_0546__grok-4.6-high__kimi-k3__s0__tpl_placement_active_20260813a,prop_0546__grok-4.6-high__kimi-k3__tpl_placement_active_20260813a,prop_0546,Public funding for local journalism (with firewall governance) would reduce political polarization and corruption more than it would increase partisan capture or propaganda risks.,3,grok-4.6-high,kimi-k3,pro,-1.2,-1.6,-1.4,-0.8666666666666667,-0.7515079365333334,-0.5333333333333332,0.20000000000000007,0.40000000000000013,-1,-1,0,0,1,0,1,1,1,0,0,1.0,1.0,82bb8aed7775f47e66494b46,584173cac4d86304bcc5b84d,7.0,8.0,-1.0,0.0,-1.0,7.0,8.0,-1.0,-0.9999999999999991,-8.881784197001252e-16,7.0,7.5,-0.5,0.3333333333333339,-0.8333333333333339,7.0,8.0,-1.0,-1.0,0.0,7.5,8.0,-0.5,-0.6666666666666661,0.16666666666666607
