side_swap_group_id,topic_id,proposition_text,model_a,model_b,debate_ids,debate_count,swap_complete,rating_eligible,judgment_rows,judge_models,judge_count,normalized_margin_rows,mean_confidence,mean_entertainment_value,mean_signed_margin_a_raw,mean_signed_margin_a_norm,score_a_raw,score_a_norm,winner_raw,winner_norm
prop_0275__gpt-6-astra-high__kimi-k3__tpl_placement_active_20260813a,prop_0275,"Vacation-rental platforms should be required to show cleaning fees, resort fees, and house rules before users click into checkout or request to book.",gpt-6-astra-high,kimi-k3,prop_0275__gpt-6-astra-high__kimi-k3__s0__tpl_placement_active_20260813a|prop_0275__kimi-k3__gpt-6-astra-high__s1__tpl_placement_active_20260813a,2,1,1,6,claude-sonnet-5-high|gemini-3.1-pro-preview|qwen3.7-max,3,6,,8.0,-1.0833333333333333,-0.9795238095238096,0.4304029304029304,0.4418105703819989,kimi-k3,kimi-k3
prop_0277__claude-opus-5-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0277,Popular tourist cities should spread visitor demand across neighborhoods and seasons rather than keep funneling most tourism into the same overloaded districts.,claude-opus-5-high,grok-4.6-high,prop_0277__claude-opus-5-high__grok-4.6-high__s0__tpl_placement_active_20260813a|prop_0277__grok-4.6-high__claude-opus-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,gpt-5.6-high|kimi-k2.6|qwen3.7-max,3,6,,8.333333333333334,1.7666666666666666,1.6921296296333337,0.6446886446886447,0.6364977614981685,claude-opus-5-high,claude-opus-5-high
prop_0277__gpt-6-astra-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0277,Popular tourist cities should spread visitor demand across neighborhoods and seasons rather than keep funneling most tourism into the same overloaded districts.,gpt-6-astra-high,grok-4.6-high,prop_0277__gpt-6-astra-high__grok-4.6-high__s0__tpl_placement_active_20260813a|prop_0277__grok-4.6-high__gpt-6-astra-high__s1__tpl_placement_active_20260813a,2,1,1,6,claude-sonnet-5-high|kimi-k2.6|qwen3.7-max,3,6,,7.666666666666667,-0.6833333333333332,-0.6192857142857142,0.4743589743589744,0.4813971742543171,grok-4.6-high,grok-4.6-high
prop_0278__claude-fable-5-1-high__claude-opus-5-high__tpl_placement_active_20260813a,prop_0278,A two-state solution between Israelis and Palestinians remains the least-bad achievable long-term outcome despite repeated failures and declining trust.,claude-fable-5-1-high,claude-opus-5-high,prop_0278__claude-fable-5-1-high__claude-opus-5-high__s0__tpl_placement_active_20260813a|prop_0278__claude-opus-5-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,grok-4.5-high|kimi-k2.6|qwen3.7-max,3,6,,8.0,-0.05,-0.0566666666666666,0.5,0.5,tie,tie
prop_0280__grok-4.6-high__kimi-k3__tpl_placement_active_20260813a,prop_0280,Wedding culture has become so expensive and performative that couples should feel little obligation to follow traditional expectations.,grok-4.6-high,kimi-k3,prop_0280__grok-4.6-high__kimi-k3__s0__tpl_placement_active_20260813a|prop_0280__kimi-k3__grok-4.6-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|gpt-5.6-high|muse-spark-1.1-high,3,6,,8.5,0.3666666666666667,0.3403935185166666,0.5,0.5,tie,tie
prop_0284__claude-opus-5-high__claude-sonnet-5-high__tpl_placement_active_20260320f,prop_0284,Algorithmic pricing that charges different customers different prices for effectively the same product should usually be disclosed or banned.,claude-opus-5-high,claude-sonnet-5-high,prop_0284__claude-opus-5-high__claude-sonnet-5-high__s0__tpl_placement_active_20260320f|prop_0284__claude-sonnet-5-high__claude-opus-5-high__s1__tpl_placement_active_20260320f,2,1,1,6,gemini-3.1-pro-preview|gpt-5.6-high|qwen3.7-max,3,6,,8.666666666666666,1.8833333333333333,1.6449074074,0.6575091575091575,0.6313085063076923,claude-opus-5-high,claude-opus-5-high
prop_0286__claude-opus-5-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0286,Space tourism is ethically hard to justify while climate change and severe global poverty remain unresolved priorities.,claude-opus-5-high,grok-4.6-high,prop_0286__claude-opus-5-high__grok-4.6-high__s0__tpl_placement_active_20260813a|prop_0286__grok-4.6-high__claude-opus-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|kimi-k2.6|muse-spark-1.1-high,3,6,,8.0,0.6833333333333335,0.60680555555,0.5256410256410257,0.5172313797307693,claude-opus-5-high,claude-opus-5-high
prop_0288__claude-opus-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0288,"Public agencies should never suspend benefits, visas, or fraud claims solely because an AI risk model flags a person as suspicious without meaningful human review.",claude-opus-5-high,gpt-6-astra-high,prop_0288__claude-opus-5-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a|prop_0288__gpt-6-astra-high__claude-opus-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|kimi-k2.6|muse-spark-1.1-high,3,6,,8.0,0.4666666666666666,0.5123611111111112,0.5018315018315018,0.5068528693528693,claude-opus-5-high,claude-opus-5-high
prop_0291__grok-4.6-high__kimi-k3__tpl_placement_active_20260813a,prop_0291,Parents should be allowed to impose operating-system-level age and recommendation limits on teenagers' devices that third-party apps cannot easily bypass.,grok-4.6-high,kimi-k3,prop_0291__grok-4.6-high__kimi-k3__s0__tpl_placement_active_20260813a|prop_0291__kimi-k3__grok-4.6-high__s1__tpl_placement_active_20260813a,2,1,1,6,claude-sonnet-5-high|gemini-3.1-pro-preview|qwen3.7-max,3,6,,8.0,-1.9833333333333332,-1.7627380952333331,0.3315018315018315,0.3557430664578754,kimi-k3,kimi-k3
prop_0293__claude-fable-5-1-high__claude-opus-5-high__tpl_placement_active_20260813a,prop_0293,"Public statues and monuments honoring leaders primarily associated with slavery, colonial domination, or mass repression should be removed from places of civic honor and relocated to museums or contextualized sites.",claude-fable-5-1-high,claude-opus-5-high,prop_0293__claude-fable-5-1-high__claude-opus-5-high__s0__tpl_placement_active_20260813a|prop_0293__claude-opus-5-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|gpt-5.6-high|grok-4.5-high,3,6,,8.666666666666666,0.1666666666666666,0.2549999999999999,0.5,0.5,tie,tie
prop_0294__grok-4.6-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0294,"Public schools should use history textbooks written under stronger independent scholarly review rather than leave narratives of war, colonialism, and national identity mainly to shifting political control.",grok-4.6-high,muse-spark-1.3-high,prop_0294__grok-4.6-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0294__muse-spark-1.3-high__grok-4.6-high__s1__tpl_placement_active_20260813a,2,1,1,6,claude-sonnet-5-high|gemini-3.1-pro-preview|kimi-k2.6,3,6,,8.5,0.0333333333333333,-0.0202380952333333,0.5,0.5,tie,tie
prop_0295__glm-5-3-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0295,"Former colonial powers should fund conservation, provenance research, and museum capacity in countries receiving returned artifacts rather than treat restitution as complete once objects are shipped back.",glm-5-3-high,muse-spark-1.3-high,prop_0295__glm-5-3-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0295__muse-spark-1.3-high__glm-5-3-high__s1__tpl_placement_active_20260813a,2,1,1,6,claude-sonnet-5-high|grok-4.5-high|qwen3.7-max,3,6,,8.0,0.5833333333333334,0.4931349206349206,0.5146520146520146,0.5047401011686726,glm-5-3-high,glm-5-3-high
prop_0296__grok-4.6-high__kimi-k3__tpl_placement_active_20260813a,prop_0296,"Governments should rename public holidays, schools, and streets that primarily honor colonizers, slaveholders, or dictators rather than keep them in the name of historical continuity.",grok-4.6-high,kimi-k3,prop_0296__grok-4.6-high__kimi-k3__s0__tpl_placement_active_20260813a|prop_0296__kimi-k3__grok-4.6-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|muse-spark-1.1-high|qwen3.7-max,3,6,,8.166666666666666,-0.0999999999999999,-0.0672916666666666,0.5,0.5,tie,tie
prop_0298__grok-4.6-high__kimi-k3__tpl_placement_active_20260813a,prop_0298,"Governments should digitize and publicly fund access to family records linked to slavery, adoption, indigenous dispossession, and wartime displacement rather than leave historical recovery mostly to private genealogy markets.",grok-4.6-high,kimi-k3,prop_0298__grok-4.6-high__kimi-k3__s0__tpl_placement_active_20260813a|prop_0298__kimi-k3__grok-4.6-high__s1__tpl_placement_active_20260813a,2,1,1,6,claude-sonnet-5-high|gemini-3.1-pro-preview|qwen3.7-max,3,6,,8.166666666666666,-1.7166666666666668,-1.5219047619,0.3608058608058607,0.3822082679230769,kimi-k3,kimi-k3
prop_0303__claude-fable-5-1-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0303,"Modern meritocracy is overstated, and elite educational and professional pathways still reproduce class privilege more than most successful people admit.",claude-fable-5-1-high,gpt-6-astra-high,prop_0303__claude-fable-5-1-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a|prop_0303__gpt-6-astra-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|grok-4.5-high|qwen3.7-max,3,6,,7.666666666666667,1.3333333333333333,1.2655555555555555,0.5970695970695971,0.5896214896214896,claude-fable-5-1-high,claude-fable-5-1-high
prop_0312__claude-sonnet-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0312,Professional sports leagues should keep a meaningful share of marquee games on free-to-air television rather than move them mostly behind subscription streaming paywalls.,claude-sonnet-5-high,gpt-6-astra-high,prop_0312__claude-sonnet-5-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a|prop_0312__gpt-6-astra-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|grok-4.5-high|qwen3.7-max,3,6,,7.666666666666667,0.05,0.0566666666666666,0.5,0.5,tie,tie
prop_0316__claude-fable-5-1-high__kimi-k3__tpl_placement_active_20260813a,prop_0316,Users should have a right to know when a dating app uses AI to rank their profile or shape who gets shown to them.,claude-fable-5-1-high,kimi-k3,prop_0316__claude-fable-5-1-high__kimi-k3__s0__tpl_placement_active_20260813a|prop_0316__kimi-k3__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|gpt-5.6-high|grok-4.5-high,3,6,,8.5,1.1166666666666667,1.0813888889,0.5732600732600732,0.5693833943846154,claude-fable-5-1-high,claude-fable-5-1-high
prop_0316__grok-4.6-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0316,Users should have a right to know when a dating app uses AI to rank their profile or shape who gets shown to them.,grok-4.6-high,muse-spark-1.3-high,prop_0316__grok-4.6-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0316__muse-spark-1.3-high__grok-4.6-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|kimi-k2.6|qwen3.7-max,3,6,,8.0,0.0833333333333333,0.0802777777777777,0.5,0.5,tie,tie
prop_0317__claude-sonnet-5-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0317,Major live-event ticketing platforms should be required to cap resale markups or provide face-value resale channels for most tickets.,claude-sonnet-5-high,muse-spark-1.3-high,prop_0317__claude-sonnet-5-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0317__muse-spark-1.3-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,gpt-5.6-high|grok-4.5-high|kimi-k2.6,3,6,,8.0,-0.3,-0.2077777777777777,0.5,0.5,tie,tie
prop_0320__claude-opus-5-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0320,Cities should extend late-night transit and public-safety support for nightlife districts rather than rely mainly on earlier closing times and venue restrictions.,claude-opus-5-high,grok-4.6-high,prop_0320__claude-opus-5-high__grok-4.6-high__s0__tpl_placement_active_20260813a|prop_0320__grok-4.6-high__claude-opus-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,kimi-k2.6|muse-spark-1.1-high|qwen3.7-max,3,6,,7.5,0.8333333333333334,0.8877777777833334,0.5421245421245421,0.5481074481080587,claude-opus-5-high,claude-opus-5-high
prop_0326__gpt-6-astra-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0326,AI companion apps marketed to lonely adults should face duty-of-care and emotional-manipulation rules rather than be treated as ordinary entertainment products.,gpt-6-astra-high,grok-4.6-high,prop_0326__gpt-6-astra-high__grok-4.6-high__s0__tpl_placement_active_20260813a|prop_0326__grok-4.6-high__gpt-6-astra-high__s1__tpl_placement_active_20260813a,2,1,1,6,claude-sonnet-5-high|gemini-3.1-pro-preview|muse-spark-1.1-high,3,6,,7.5,1.2833333333333334,1.1905059523809525,0.5915750915750916,0.5813742804814234,gpt-6-astra-high,gpt-6-astra-high
prop_0327__glm-5-3-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0327,Payment processors and app stores should not deny lawful adult-content creators access solely because platforms fear reputational risk.,glm-5-3-high,gpt-6-astra-high,prop_0327__glm-5-3-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a|prop_0327__gpt-6-astra-high__glm-5-3-high__s1__tpl_placement_active_20260813a,2,1,1,6,claude-sonnet-5-high|kimi-k2.6|qwen3.7-max,3,6,,7.666666666666667,0.4666666666666667,0.5120238095238094,0.5018315018315018,0.5068158032443747,glm-5-3-high,glm-5-3-high
prop_0331__claude-fable-5-1-high__claude-opus-5-high__tpl_placement_active_20260813a,prop_0331,Loot boxes and similar randomized in-game purchases should be regulated as gambling when sold to minors.,claude-fable-5-1-high,claude-opus-5-high,prop_0331__claude-fable-5-1-high__claude-opus-5-high__s0__tpl_placement_active_20260813a|prop_0331__claude-opus-5-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|gpt-5.6-high|qwen3.7-max,3,6,,8.5,0.55,0.4690740740833334,0.510989010989011,0.5020960520970696,claude-fable-5-1-high,claude-fable-5-1-high
prop_0333__claude-fable-5-1-high__claude-opus-5-high__tpl_placement_active_20260813a,prop_0333,Public broadcasters should prioritize youth-oriented short-form video and creator partnerships rather than traditional channel expansion to remain relevant.,claude-fable-5-1-high,claude-opus-5-high,prop_0333__claude-fable-5-1-high__claude-opus-5-high__s0__tpl_placement_active_20260813a|prop_0333__claude-opus-5-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|grok-4.5-high|qwen3.7-max,3,6,,8.5,1.05,1.0247222222166668,0.5659340659340659,0.5631562881556776,claude-fable-5-1-high,claude-fable-5-1-high
prop_0338__gpt-6-astra-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0338,AI companion apps for minors should be regulated more like high-risk social products than like ordinary chatbots.,gpt-6-astra-high,grok-4.6-high,prop_0338__gpt-6-astra-high__grok-4.6-high__s0__tpl_placement_active_20260813a|prop_0338__grok-4.6-high__gpt-6-astra-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|muse-spark-1.1-high|qwen3.7-max,3,6,,7.833333333333333,0.0833333333333333,0.085,0.5,0.5,tie,tie
prop_0341__claude-sonnet-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0341,Governments should treat mandatory privacy-preserving age checks for online pornography and gambling as justified even if some adults find them intrusive.,claude-sonnet-5-high,gpt-6-astra-high,prop_0341__claude-sonnet-5-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a|prop_0341__gpt-6-astra-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|grok-4.5-high|muse-spark-1.1-high,3,6,,7.166666666666667,-1.5,-1.5288194444444445,0.3846153846153846,0.3814484126984127,gpt-6-astra-high,gpt-6-astra-high
prop_0345__kimi-k3__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0345,Large employers should have to justify return-to-office mandates with role-specific business reasons rather than broad assertions about culture.,kimi-k3,muse-spark-1.3-high,prop_0345__kimi-k3__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0345__muse-spark-1.3-high__kimi-k3__s1__tpl_placement_active_20260813a,2,1,1,6,claude-sonnet-5-high|gpt-5.6-high|grok-4.5-high,3,6,,7.666666666666667,0.65,0.7299206349166667,0.521978021978022,0.5307605093315019,kimi-k3,kimi-k3
prop_0347__claude-opus-5-high__glm-5-3-high__tpl_placement_active_20260813a,prop_0347,"Workers in customer-facing gig jobs should be able to refuse rating systems that are strongly shaped by abuse, bias, or harassment without losing platform access.",claude-opus-5-high,glm-5-3-high,prop_0347__claude-opus-5-high__glm-5-3-high__s0__tpl_placement_active_20260813a|prop_0347__glm-5-3-high__claude-opus-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,gpt-5.6-high|muse-spark-1.1-high|qwen3.7-max,3,6,,7.833333333333333,0.7333333333333334,0.7712962962962964,0.5311355311355311,0.5353072853072853,claude-opus-5-high,claude-opus-5-high
prop_0350__claude-fable-5-1-high__claude-sonnet-5-high__tpl_placement_active_20260813a,prop_0350,Obesity policy should focus more on food environment and marketing restrictions than on individual consumer behavior campaigns.,claude-fable-5-1-high,claude-sonnet-5-high,prop_0350__claude-fable-5-1-high__claude-sonnet-5-high__s0__tpl_placement_active_20260813a|prop_0350__claude-sonnet-5-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|grok-4.5-high|kimi-k2.6,3,6,,8.0,1.6666666666666667,1.7094444444444443,0.6336996336996337,0.6384004884004884,claude-fable-5-1-high,claude-fable-5-1-high
prop_0356__claude-fable-5-1-high__claude-opus-5-high__tpl_placement_active_20260813a,prop_0356,Insurers should not be allowed to price personal car insurance using continuous in-car behavior surveillance unless drivers opt in on genuinely fair terms.,claude-fable-5-1-high,claude-opus-5-high,prop_0356__claude-fable-5-1-high__claude-opus-5-high__s0__tpl_placement_active_20260813a|prop_0356__claude-opus-5-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|grok-4.5-high|kimi-k2.6,3,6,,8.333333333333334,0.05,0.0566666666666666,0.5,0.5,tie,tie
prop_0358__claude-opus-5-high__claude-sonnet-5-high__tpl_placement_active_20260320f,prop_0358,Cities should use lower default urban speed limits and street redesign more than harsher post-crash penalties if the goal is to reduce traffic deaths.,claude-opus-5-high,claude-sonnet-5-high,prop_0358__claude-opus-5-high__claude-sonnet-5-high__s0__tpl_placement_active_20260320f|prop_0358__claude-sonnet-5-high__claude-opus-5-high__s1__tpl_placement_active_20260320f,2,1,1,6,gpt-5.6-high|muse-spark-1.1-high|qwen3.7-max,3,6,,7.833333333333333,1.3333333333333333,1.2041666666666666,0.5970695970695971,0.5828754578754579,claude-opus-5-high,claude-opus-5-high
prop_0359__glm-5-3-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0359,Ride-hail services should be required to show drivers and riders the full fare split by default rather than keep pricing logic largely opaque.,glm-5-3-high,muse-spark-1.3-high,prop_0359__glm-5-3-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0359__muse-spark-1.3-high__glm-5-3-high__s1__tpl_placement_active_20260813a,2,1,1,6,gpt-5.6-high|grok-4.5-high|qwen3.7-max,3,6,,7.833333333333333,0.6333333333333333,0.6752777777777778,0.5201465201465202,0.5247557997557998,glm-5-3-high,glm-5-3-high
prop_0363__glm-5-3-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0363,Film studios should spend more on mid-budget original movies even if franchise sequels remain more predictable box-office bets.,glm-5-3-high,gpt-6-astra-high,prop_0363__glm-5-3-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a|prop_0363__gpt-6-astra-high__glm-5-3-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|kimi-k2.6|qwen3.7-max,3,6,,7.666666666666667,1.6666666666666667,1.534722222222222,0.6336996336996337,0.6192002442002442,glm-5-3-high,glm-5-3-high
prop_0367__grok-4.6-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0367,"Streaming bundles should be easier to pause, split, or reconfigure monthly rather than mimic the lock-in and opacity of old cable packages.",grok-4.6-high,muse-spark-1.3-high,prop_0367__grok-4.6-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0367__muse-spark-1.3-high__grok-4.6-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|gpt-5.6-high|kimi-k2.6,3,6,,8.166666666666666,0.4833333333333333,0.5462037037037036,0.5036630036630036,0.5105718355718356,grok-4.6-high,grok-4.6-high
prop_0374__glm-5-3-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0374,Teacher self-censorship caused by political pressure on curriculum is now a more serious threat to education quality than the controversial content that pressure is meant to police.,glm-5-3-high,gpt-6-astra-high,prop_0374__glm-5-3-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a|prop_0374__gpt-6-astra-high__glm-5-3-high__s1__tpl_placement_active_20260813a,2,1,1,6,claude-sonnet-5-high|kimi-k2.6|qwen3.7-max,3,6,,7.5,1.1833333333333331,1.2257539682539684,0.5805860805860806,0.5852476888191174,glm-5-3-high,glm-5-3-high
prop_0376__claude-sonnet-5-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0376,Credit card interest rates should be capped by law even if lenders respond by cutting credit access for higher-risk borrowers.,claude-sonnet-5-high,grok-4.6-high,prop_0376__claude-sonnet-5-high__grok-4.6-high__s0__tpl_placement_active_20260813a|prop_0376__grok-4.6-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,gpt-5.6-high|kimi-k2.6|qwen3.7-max,3,6,,8.0,-0.3,-0.2801851851833333,0.5,0.5,tie,tie
prop_0377__claude-opus-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0377,Large inheritances should be taxed much more aggressively because dynastic wealth is a bigger threat to equality of opportunity than most high earners' annual income.,claude-opus-5-high,gpt-6-astra-high,prop_0377__claude-opus-5-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a|prop_0377__gpt-6-astra-high__claude-opus-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,grok-4.5-high|kimi-k2.6|muse-spark-1.1-high,3,6,,7.666666666666667,1.6,1.7720138888888888,0.6263736263736264,0.6452762515262516,claude-opus-5-high,claude-opus-5-high
prop_0382__claude-fable-5-1-high__kimi-k3__tpl_placement_active_20260813a,prop_0382,Governments should legalize and regulate cultivated meat on the same basic terms as conventional meat once safety standards are met.,claude-fable-5-1-high,kimi-k3,prop_0382__claude-fable-5-1-high__kimi-k3__s0__tpl_placement_active_20260813a|prop_0382__kimi-k3__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|gpt-5.6-high|grok-4.5-high,3,6,,8.0,0.4333333333333333,0.5099999999999999,0.5,0.5065934065934066,tie,claude-fable-5-1-high
prop_0383__glm-5-3-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0383,Cities and countries should phase out the most wasteful single-use takeaway packaging even if consumers and small businesses face some inconvenience and transition costs.,glm-5-3-high,gpt-6-astra-high,prop_0383__glm-5-3-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a|prop_0383__gpt-6-astra-high__glm-5-3-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|grok-4.5-high|muse-spark-1.1-high,3,6,,7.333333333333333,0.4833333333333334,0.5265277777777778,0.5036630036630036,0.5084096459096459,glm-5-3-high,glm-5-3-high
prop_0388__claude-fable-5-1-high__glm-5-3-high__tpl_placement_active_20260813a,prop_0388,Games with gambling-like monetization should face strict youth spending limits and default protections even if developers say monetization flexibility funds free access.,claude-fable-5-1-high,glm-5-3-high,prop_0388__claude-fable-5-1-high__glm-5-3-high__s0__tpl_placement_active_20260813a|prop_0388__glm-5-3-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,gpt-5.6-high|kimi-k2.6|muse-spark-1.1-high,3,6,,7.833333333333333,0.95,1.0392824074074074,0.554945054945055,0.5647563085063085,claude-fable-5-1-high,claude-fable-5-1-high
prop_0391__claude-fable-5-1-high__claude-opus-5-high__tpl_placement_active_20260813a,prop_0391,"Major multiplayer games should moderate harassment, hate, and targeted abuse more aggressively even when some players say stricter enforcement kills spontaneity and culture.",claude-fable-5-1-high,claude-opus-5-high,prop_0391__claude-fable-5-1-high__claude-opus-5-high__s0__tpl_placement_active_20260813a|prop_0391__claude-opus-5-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,gpt-5.6-high|kimi-k2.6|muse-spark-1.1-high,3,6,,8.166666666666666,0.65,0.7158101851833334,0.521978021978022,0.529209910459707,claude-fable-5-1-high,claude-fable-5-1-high
prop_0392__claude-sonnet-5-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0392,Public-facing digital services should face meaningful fines when they repeatedly fail basic accessibility standards for disabled users.,claude-sonnet-5-high,grok-4.6-high,prop_0392__claude-sonnet-5-high__grok-4.6-high__s0__tpl_placement_active_20260813a|prop_0392__grok-4.6-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,gpt-5.6-high|kimi-k2.6|qwen3.7-max,3,6,,8.0,-1.2833333333333334,-1.1286111111166666,0.4084249084249084,0.4254273504267399,grok-4.6-high,grok-4.6-high
prop_0392__claude-sonnet-5-high__kimi-k3__tpl_placement_active_20260320f,prop_0392,Public-facing digital services should face meaningful fines when they repeatedly fail basic accessibility standards for disabled users.,claude-sonnet-5-high,kimi-k3,prop_0392__claude-sonnet-5-high__kimi-k3__s0__tpl_placement_active_20260320f|prop_0392__kimi-k3__claude-sonnet-5-high__s1__tpl_placement_active_20260320f,2,1,1,6,gemini-3.1-pro-preview|gpt-5.6-high|muse-spark-1.1-high,3,6,,7.5,-1.2,-1.1305787037,0.4175824175824176,0.4252111314615384,kimi-k3,kimi-k3
prop_0397__claude-sonnet-5-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0397,Bankruptcy law should make it much easier to discharge student debt when borrowers face long-term inability to repay.,claude-sonnet-5-high,muse-spark-1.3-high,prop_0397__claude-sonnet-5-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0397__muse-spark-1.3-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|kimi-k2.6|qwen3.7-max,3,6,,7.833333333333333,0.3,0.3730555555555555,0.5,0.5,tie,tie
prop_0400__claude-sonnet-5-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0400,"People should have a legal right to a human decision-maker for government decisions that significantly affect benefits, immigration status, criminal exposure, or other life outcomes.",claude-sonnet-5-high,muse-spark-1.3-high,prop_0400__claude-sonnet-5-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0400__muse-spark-1.3-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|gpt-5.6-high|qwen3.7-max,3,6,,8.166666666666666,1.0,0.8862037037037037,0.5604395604395604,0.547934472934473,claude-sonnet-5-high,claude-sonnet-5-high
prop_0401__claude-fable-5-1-high__claude-sonnet-5-high__tpl_placement_active_20260813a,prop_0401,European countries should end golden-visa and citizenship-by-investment programs rather than continue selling residency access to wealthy foreigners.,claude-fable-5-1-high,claude-sonnet-5-high,prop_0401__claude-fable-5-1-high__claude-sonnet-5-high__s0__tpl_placement_active_20260813a|prop_0401__claude-sonnet-5-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,gpt-5.6-high|grok-4.5-high|muse-spark-1.1-high,3,6,,7.666666666666667,1.7666666666666666,1.8393055555666664,0.6446886446886447,0.6526709401721612,claude-fable-5-1-high,claude-fable-5-1-high
