debate_id,side_swap_group_id,topic_id,model_pro,model_con,pro_participant_winner,con_participant_winner,same_verdict,both_choose_self,both_choose_opponent
prop_0295__glm-5-3-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0295__glm-5-3-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0295,glm-5-3-high,muse-spark-1.3-high,TIE,muse-spark-1.3-high,0,0,0
prop_0295__muse-spark-1.3-high__glm-5-3-high__s1__tpl_placement_active_20260813a,prop_0295__glm-5-3-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0295,muse-spark-1.3-high,glm-5-3-high,muse-spark-1.3-high,muse-spark-1.3-high,1,0,0
prop_0296__grok-4.6-high__kimi-k3__s0__tpl_placement_active_20260813a,prop_0296__grok-4.6-high__kimi-k3__tpl_placement_active_20260813a,prop_0296,grok-4.6-high,kimi-k3,grok-4.6-high,TIE,0,0,0
prop_0296__kimi-k3__grok-4.6-high__s1__tpl_placement_active_20260813a,prop_0296__grok-4.6-high__kimi-k3__tpl_placement_active_20260813a,prop_0296,kimi-k3,grok-4.6-high,kimi-k3,kimi-k3,1,0,0
prop_0298__grok-4.6-high__kimi-k3__s0__tpl_placement_active_20260813a,prop_0298__grok-4.6-high__kimi-k3__tpl_placement_active_20260813a,prop_0298,grok-4.6-high,kimi-k3,grok-4.6-high,TIE,0,0,0
prop_0298__kimi-k3__grok-4.6-high__s1__tpl_placement_active_20260813a,prop_0298__grok-4.6-high__kimi-k3__tpl_placement_active_20260813a,prop_0298,kimi-k3,grok-4.6-high,kimi-k3,grok-4.6-high,0,1,0
prop_0303__claude-fable-5-1-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a,prop_0303__claude-fable-5-1-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0303,claude-fable-5-1-high,gpt-6-astra-high,claude-fable-5-1-high,gpt-6-astra-high,0,1,0
prop_0303__gpt-6-astra-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0303__claude-fable-5-1-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0303,gpt-6-astra-high,claude-fable-5-1-high,gpt-6-astra-high,gpt-6-astra-high,1,0,0
prop_0312__claude-sonnet-5-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a,prop_0312__claude-sonnet-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0312,claude-sonnet-5-high,gpt-6-astra-high,gpt-6-astra-high,gpt-6-astra-high,1,0,0
prop_0312__gpt-6-astra-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,prop_0312__claude-sonnet-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0312,gpt-6-astra-high,claude-sonnet-5-high,gpt-6-astra-high,claude-sonnet-5-high,0,1,0
prop_0316__claude-fable-5-1-high__kimi-k3__s0__tpl_placement_active_20260813a,prop_0316__claude-fable-5-1-high__kimi-k3__tpl_placement_active_20260813a,prop_0316,claude-fable-5-1-high,kimi-k3,claude-fable-5-1-high,claude-fable-5-1-high,1,0,0
prop_0316__grok-4.6-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0316__grok-4.6-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0316,grok-4.6-high,muse-spark-1.3-high,TIE,muse-spark-1.3-high,0,0,0
prop_0316__kimi-k3__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0316__claude-fable-5-1-high__kimi-k3__tpl_placement_active_20260813a,prop_0316,kimi-k3,claude-fable-5-1-high,claude-fable-5-1-high,claude-fable-5-1-high,1,0,0
prop_0316__muse-spark-1.3-high__grok-4.6-high__s1__tpl_placement_active_20260813a,prop_0316__grok-4.6-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0316,muse-spark-1.3-high,grok-4.6-high,grok-4.6-high,grok-4.6-high,1,0,0
prop_0317__claude-sonnet-5-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0317__claude-sonnet-5-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0317,claude-sonnet-5-high,muse-spark-1.3-high,TIE,claude-sonnet-5-high,0,0,0
prop_0317__muse-spark-1.3-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,prop_0317__claude-sonnet-5-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0317,muse-spark-1.3-high,claude-sonnet-5-high,muse-spark-1.3-high,TIE,0,0,0
prop_0320__claude-opus-5-high__grok-4.6-high__s0__tpl_placement_active_20260813a,prop_0320__claude-opus-5-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0320,claude-opus-5-high,grok-4.6-high,grok-4.6-high,grok-4.6-high,1,0,0
prop_0320__grok-4.6-high__claude-opus-5-high__s1__tpl_placement_active_20260813a,prop_0320__claude-opus-5-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0320,grok-4.6-high,claude-opus-5-high,claude-opus-5-high,claude-opus-5-high,1,0,0
prop_0326__gpt-6-astra-high__grok-4.6-high__s0__tpl_placement_active_20260813a,prop_0326__gpt-6-astra-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0326,gpt-6-astra-high,grok-4.6-high,gpt-6-astra-high,gpt-6-astra-high,1,0,0
prop_0326__grok-4.6-high__gpt-6-astra-high__s1__tpl_placement_active_20260813a,prop_0326__gpt-6-astra-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0326,grok-4.6-high,gpt-6-astra-high,gpt-6-astra-high,gpt-6-astra-high,1,0,0
prop_0327__glm-5-3-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a,prop_0327__glm-5-3-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0327,glm-5-3-high,gpt-6-astra-high,gpt-6-astra-high,gpt-6-astra-high,1,0,0
prop_0327__gpt-6-astra-high__glm-5-3-high__s1__tpl_placement_active_20260813a,prop_0327__glm-5-3-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0327,gpt-6-astra-high,glm-5-3-high,gpt-6-astra-high,gpt-6-astra-high,1,0,0
prop_0331__claude-fable-5-1-high__claude-opus-5-high__s0__tpl_placement_active_20260813a,prop_0331__claude-fable-5-1-high__claude-opus-5-high__tpl_placement_active_20260813a,prop_0331,claude-fable-5-1-high,claude-opus-5-high,TIE,TIE,1,0,0
prop_0331__claude-opus-5-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0331__claude-fable-5-1-high__claude-opus-5-high__tpl_placement_active_20260813a,prop_0331,claude-opus-5-high,claude-fable-5-1-high,claude-fable-5-1-high,claude-fable-5-1-high,1,0,0
prop_0333__claude-fable-5-1-high__claude-opus-5-high__s0__tpl_placement_active_20260813a,prop_0333__claude-fable-5-1-high__claude-opus-5-high__tpl_placement_active_20260813a,prop_0333,claude-fable-5-1-high,claude-opus-5-high,claude-fable-5-1-high,claude-fable-5-1-high,1,0,0
prop_0333__claude-opus-5-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0333__claude-fable-5-1-high__claude-opus-5-high__tpl_placement_active_20260813a,prop_0333,claude-opus-5-high,claude-fable-5-1-high,TIE,claude-fable-5-1-high,0,0,0
prop_0338__gpt-6-astra-high__grok-4.6-high__s0__tpl_placement_active_20260813a,prop_0338__gpt-6-astra-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0338,gpt-6-astra-high,grok-4.6-high,gpt-6-astra-high,TIE,0,0,0
prop_0338__grok-4.6-high__gpt-6-astra-high__s1__tpl_placement_active_20260813a,prop_0338__gpt-6-astra-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0338,grok-4.6-high,gpt-6-astra-high,TIE,gpt-6-astra-high,0,0,0
prop_0341__claude-sonnet-5-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a,prop_0341__claude-sonnet-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0341,claude-sonnet-5-high,gpt-6-astra-high,gpt-6-astra-high,gpt-6-astra-high,1,0,0
prop_0341__gpt-6-astra-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,prop_0341__claude-sonnet-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0341,gpt-6-astra-high,claude-sonnet-5-high,gpt-6-astra-high,TIE,0,0,0
prop_0345__kimi-k3__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0345__kimi-k3__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0345,kimi-k3,muse-spark-1.3-high,kimi-k3,TIE,0,0,0
prop_0345__muse-spark-1.3-high__kimi-k3__s1__tpl_placement_active_20260813a,prop_0345__kimi-k3__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0345,muse-spark-1.3-high,kimi-k3,muse-spark-1.3-high,muse-spark-1.3-high,1,0,0
prop_0347__claude-opus-5-high__glm-5-3-high__s0__tpl_placement_active_20260813a,prop_0347__claude-opus-5-high__glm-5-3-high__tpl_placement_active_20260813a,prop_0347,claude-opus-5-high,glm-5-3-high,claude-opus-5-high,claude-opus-5-high,1,0,0
prop_0347__glm-5-3-high__claude-opus-5-high__s1__tpl_placement_active_20260813a,prop_0347__claude-opus-5-high__glm-5-3-high__tpl_placement_active_20260813a,prop_0347,glm-5-3-high,claude-opus-5-high,claude-opus-5-high,claude-opus-5-high,1,0,0
prop_0350__claude-fable-5-1-high__claude-sonnet-5-high__s0__tpl_placement_active_20260813a,prop_0350__claude-fable-5-1-high__claude-sonnet-5-high__tpl_placement_active_20260813a,prop_0350,claude-fable-5-1-high,claude-sonnet-5-high,claude-fable-5-1-high,claude-fable-5-1-high,1,0,0
prop_0350__claude-sonnet-5-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0350__claude-fable-5-1-high__claude-sonnet-5-high__tpl_placement_active_20260813a,prop_0350,claude-sonnet-5-high,claude-fable-5-1-high,TIE,claude-fable-5-1-high,0,0,0
prop_0356__claude-fable-5-1-high__claude-opus-5-high__s0__tpl_placement_active_20260813a,prop_0356__claude-fable-5-1-high__claude-opus-5-high__tpl_placement_active_20260813a,prop_0356,claude-fable-5-1-high,claude-opus-5-high,TIE,TIE,1,0,0
prop_0356__claude-opus-5-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0356__claude-fable-5-1-high__claude-opus-5-high__tpl_placement_active_20260813a,prop_0356,claude-opus-5-high,claude-fable-5-1-high,TIE,claude-fable-5-1-high,0,0,0
prop_0358__claude-opus-5-high__claude-sonnet-5-high__s0__tpl_placement_active_20260320f,prop_0358__claude-opus-5-high__claude-sonnet-5-high__tpl_placement_active_20260320f,prop_0358,claude-opus-5-high,claude-sonnet-5-high,claude-opus-5-high,claude-opus-5-high,1,0,0
prop_0358__claude-sonnet-5-high__claude-opus-5-high__s1__tpl_placement_active_20260320f,prop_0358__claude-opus-5-high__claude-sonnet-5-high__tpl_placement_active_20260320f,prop_0358,claude-sonnet-5-high,claude-opus-5-high,TIE,claude-opus-5-high,0,0,0
prop_0359__glm-5-3-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0359__glm-5-3-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0359,glm-5-3-high,muse-spark-1.3-high,glm-5-3-high,muse-spark-1.3-high,0,1,0
prop_0359__muse-spark-1.3-high__glm-5-3-high__s1__tpl_placement_active_20260813a,prop_0359__glm-5-3-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0359,muse-spark-1.3-high,glm-5-3-high,TIE,muse-spark-1.3-high,0,0,0
prop_0363__glm-5-3-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a,prop_0363__glm-5-3-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0363,glm-5-3-high,gpt-6-astra-high,glm-5-3-high,gpt-6-astra-high,0,1,0
prop_0363__gpt-6-astra-high__glm-5-3-high__s1__tpl_placement_active_20260813a,prop_0363__glm-5-3-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0363,gpt-6-astra-high,glm-5-3-high,gpt-6-astra-high,glm-5-3-high,0,1,0
prop_0367__grok-4.6-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0367__grok-4.6-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0367,grok-4.6-high,muse-spark-1.3-high,TIE,TIE,1,0,0
prop_0367__muse-spark-1.3-high__grok-4.6-high__s1__tpl_placement_active_20260813a,prop_0367__grok-4.6-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0367,muse-spark-1.3-high,grok-4.6-high,muse-spark-1.3-high,grok-4.6-high,0,1,0
prop_0374__glm-5-3-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a,prop_0374__glm-5-3-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0374,glm-5-3-high,gpt-6-astra-high,glm-5-3-high,gpt-6-astra-high,0,1,0
prop_0374__gpt-6-astra-high__glm-5-3-high__s1__tpl_placement_active_20260813a,prop_0374__glm-5-3-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0374,gpt-6-astra-high,glm-5-3-high,gpt-6-astra-high,gpt-6-astra-high,1,0,0
prop_0376__claude-sonnet-5-high__grok-4.6-high__s0__tpl_placement_active_20260813a,prop_0376__claude-sonnet-5-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0376,claude-sonnet-5-high,grok-4.6-high,grok-4.6-high,grok-4.6-high,1,0,0
prop_0376__grok-4.6-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,prop_0376__claude-sonnet-5-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0376,grok-4.6-high,claude-sonnet-5-high,claude-sonnet-5-high,claude-sonnet-5-high,1,0,0
prop_0377__claude-opus-5-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a,prop_0377__claude-opus-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0377,claude-opus-5-high,gpt-6-astra-high,claude-opus-5-high,gpt-6-astra-high,0,1,0
prop_0377__gpt-6-astra-high__claude-opus-5-high__s1__tpl_placement_active_20260813a,prop_0377__claude-opus-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0377,gpt-6-astra-high,claude-opus-5-high,gpt-6-astra-high,claude-opus-5-high,0,1,0
prop_0382__claude-fable-5-1-high__kimi-k3__s0__tpl_placement_active_20260813a,prop_0382__claude-fable-5-1-high__kimi-k3__tpl_placement_active_20260813a,prop_0382,claude-fable-5-1-high,kimi-k3,claude-fable-5-1-high,TIE,0,0,0
prop_0382__kimi-k3__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0382__claude-fable-5-1-high__kimi-k3__tpl_placement_active_20260813a,prop_0382,kimi-k3,claude-fable-5-1-high,kimi-k3,kimi-k3,1,0,0
prop_0383__glm-5-3-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a,prop_0383__glm-5-3-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0383,glm-5-3-high,gpt-6-astra-high,glm-5-3-high,gpt-6-astra-high,0,1,0
prop_0383__gpt-6-astra-high__glm-5-3-high__s1__tpl_placement_active_20260813a,prop_0383__glm-5-3-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0383,gpt-6-astra-high,glm-5-3-high,gpt-6-astra-high,glm-5-3-high,0,1,0
prop_0388__claude-fable-5-1-high__glm-5-3-high__s0__tpl_placement_active_20260813a,prop_0388__claude-fable-5-1-high__glm-5-3-high__tpl_placement_active_20260813a,prop_0388,claude-fable-5-1-high,glm-5-3-high,glm-5-3-high,TIE,0,0,0
prop_0388__glm-5-3-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0388__claude-fable-5-1-high__glm-5-3-high__tpl_placement_active_20260813a,prop_0388,glm-5-3-high,claude-fable-5-1-high,TIE,glm-5-3-high,0,0,0
prop_0391__claude-fable-5-1-high__claude-opus-5-high__s0__tpl_placement_active_20260813a,prop_0391__claude-fable-5-1-high__claude-opus-5-high__tpl_placement_active_20260813a,prop_0391,claude-fable-5-1-high,claude-opus-5-high,claude-fable-5-1-high,TIE,0,0,0
prop_0391__claude-opus-5-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0391__claude-fable-5-1-high__claude-opus-5-high__tpl_placement_active_20260813a,prop_0391,claude-opus-5-high,claude-fable-5-1-high,claude-opus-5-high,TIE,0,0,0
prop_0392__claude-sonnet-5-high__grok-4.6-high__s0__tpl_placement_active_20260813a,prop_0392__claude-sonnet-5-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0392,claude-sonnet-5-high,grok-4.6-high,claude-sonnet-5-high,grok-4.6-high,0,1,0
prop_0392__claude-sonnet-5-high__kimi-k3__s0__tpl_placement_active_20260320f,prop_0392__claude-sonnet-5-high__kimi-k3__tpl_placement_active_20260320f,prop_0392,claude-sonnet-5-high,kimi-k3,claude-sonnet-5-high,kimi-k3,0,1,0
prop_0392__grok-4.6-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,prop_0392__claude-sonnet-5-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0392,grok-4.6-high,claude-sonnet-5-high,grok-4.6-high,TIE,0,0,0
prop_0392__kimi-k3__claude-sonnet-5-high__s1__tpl_placement_active_20260320f,prop_0392__claude-sonnet-5-high__kimi-k3__tpl_placement_active_20260320f,prop_0392,kimi-k3,claude-sonnet-5-high,kimi-k3,kimi-k3,1,0,0
prop_0397__claude-sonnet-5-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0397__claude-sonnet-5-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0397,claude-sonnet-5-high,muse-spark-1.3-high,muse-spark-1.3-high,muse-spark-1.3-high,1,0,0
prop_0397__muse-spark-1.3-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,prop_0397__claude-sonnet-5-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0397,muse-spark-1.3-high,claude-sonnet-5-high,TIE,claude-sonnet-5-high,0,0,0
prop_0400__claude-sonnet-5-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0400__claude-sonnet-5-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0400,claude-sonnet-5-high,muse-spark-1.3-high,claude-sonnet-5-high,claude-sonnet-5-high,1,0,0
prop_0400__muse-spark-1.3-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,prop_0400__claude-sonnet-5-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0400,muse-spark-1.3-high,claude-sonnet-5-high,TIE,claude-sonnet-5-high,0,0,0
prop_0401__claude-fable-5-1-high__claude-sonnet-5-high__s0__tpl_placement_active_20260813a,prop_0401__claude-fable-5-1-high__claude-sonnet-5-high__tpl_placement_active_20260813a,prop_0401,claude-fable-5-1-high,claude-sonnet-5-high,claude-fable-5-1-high,claude-fable-5-1-high,1,0,0
prop_0401__claude-sonnet-5-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0401__claude-fable-5-1-high__claude-sonnet-5-high__tpl_placement_active_20260813a,prop_0401,claude-sonnet-5-high,claude-fable-5-1-high,TIE,claude-fable-5-1-high,0,0,0
prop_0402__claude-sonnet-5-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a,prop_0402__claude-sonnet-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0402,claude-sonnet-5-high,gpt-6-astra-high,claude-sonnet-5-high,gpt-6-astra-high,0,1,0
prop_0402__gpt-6-astra-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,prop_0402__claude-sonnet-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0402,gpt-6-astra-high,claude-sonnet-5-high,gpt-6-astra-high,gpt-6-astra-high,1,0,0
prop_0404__claude-fable-5-1-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0404__claude-fable-5-1-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0404,claude-fable-5-1-high,muse-spark-1.3-high,claude-fable-5-1-high,claude-fable-5-1-high,1,0,0
prop_0404__muse-spark-1.3-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0404__claude-fable-5-1-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0404,muse-spark-1.3-high,claude-fable-5-1-high,muse-spark-1.3-high,claude-fable-5-1-high,0,1,0
prop_0405__claude-fable-5-1-high__kimi-k3__s0__tpl_placement_active_20260813a,prop_0405__claude-fable-5-1-high__kimi-k3__tpl_placement_active_20260813a,prop_0405,claude-fable-5-1-high,kimi-k3,claude-fable-5-1-high,claude-fable-5-1-high,1,0,0
prop_0405__gpt-6-astra-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0405__gpt-6-astra-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0405,gpt-6-astra-high,muse-spark-1.3-high,gpt-6-astra-high,gpt-6-astra-high,1,0,0
prop_0405__kimi-k3__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0405__claude-fable-5-1-high__kimi-k3__tpl_placement_active_20260813a,prop_0405,kimi-k3,claude-fable-5-1-high,kimi-k3,kimi-k3,1,0,0
prop_0405__muse-spark-1.3-high__gpt-6-astra-high__s1__tpl_placement_active_20260813a,prop_0405__gpt-6-astra-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0405,muse-spark-1.3-high,gpt-6-astra-high,gpt-6-astra-high,gpt-6-astra-high,1,0,0
prop_0407__claude-sonnet-5-high__kimi-k3__s0__tpl_placement_active_20260320f,prop_0407__claude-sonnet-5-high__kimi-k3__tpl_placement_active_20260320f,prop_0407,claude-sonnet-5-high,kimi-k3,kimi-k3,kimi-k3,1,0,0
prop_0407__kimi-k3__claude-sonnet-5-high__s1__tpl_placement_active_20260320f,prop_0407__claude-sonnet-5-high__kimi-k3__tpl_placement_active_20260320f,prop_0407,kimi-k3,claude-sonnet-5-high,kimi-k3,kimi-k3,1,0,0
prop_0409__grok-4.6-high__kimi-k3__s0__tpl_placement_active_20260813a,prop_0409__grok-4.6-high__kimi-k3__tpl_placement_active_20260813a,prop_0409,grok-4.6-high,kimi-k3,TIE,kimi-k3,0,0,0
prop_0409__kimi-k3__grok-4.6-high__s1__tpl_placement_active_20260813a,prop_0409__grok-4.6-high__kimi-k3__tpl_placement_active_20260813a,prop_0409,kimi-k3,grok-4.6-high,TIE,TIE,1,0,0
prop_0410__claude-opus-5-high__kimi-k3__s0__tpl_placement_active_20260320f,prop_0410__claude-opus-5-high__kimi-k3__tpl_placement_active_20260320f,prop_0410,claude-opus-5-high,kimi-k3,claude-opus-5-high,TIE,0,0,0
prop_0410__grok-4.6-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0410__grok-4.6-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0410,grok-4.6-high,muse-spark-1.3-high,muse-spark-1.3-high,grok-4.6-high,0,0,1
prop_0410__kimi-k3__claude-opus-5-high__s1__tpl_placement_active_20260320f,prop_0410__claude-opus-5-high__kimi-k3__tpl_placement_active_20260320f,prop_0410,kimi-k3,claude-opus-5-high,kimi-k3,kimi-k3,1,0,0
prop_0410__muse-spark-1.3-high__grok-4.6-high__s1__tpl_placement_active_20260813a,prop_0410__grok-4.6-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0410,muse-spark-1.3-high,grok-4.6-high,muse-spark-1.3-high,grok-4.6-high,0,1,0
prop_0411__gpt-6-astra-high__grok-4.6-high__s0__tpl_placement_active_20260813a,prop_0411__gpt-6-astra-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0411,gpt-6-astra-high,grok-4.6-high,gpt-6-astra-high,TIE,0,0,0
prop_0411__grok-4.6-high__gpt-6-astra-high__s1__tpl_placement_active_20260813a,prop_0411__gpt-6-astra-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0411,grok-4.6-high,gpt-6-astra-high,TIE,gpt-6-astra-high,0,0,0
prop_0413__grok-4.6-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0413__grok-4.6-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0413,grok-4.6-high,muse-spark-1.3-high,grok-4.6-high,muse-spark-1.3-high,0,1,0
prop_0413__muse-spark-1.3-high__grok-4.6-high__s1__tpl_placement_active_20260813a,prop_0413__grok-4.6-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0413,muse-spark-1.3-high,grok-4.6-high,grok-4.6-high,grok-4.6-high,1,0,0
prop_0415__claude-opus-5-high__claude-sonnet-5-high__s0__tpl_placement_active_20260320f,prop_0415__claude-opus-5-high__claude-sonnet-5-high__tpl_placement_active_20260320f,prop_0415,claude-opus-5-high,claude-sonnet-5-high,claude-opus-5-high,claude-opus-5-high,1,0,0
prop_0415__claude-sonnet-5-high__claude-opus-5-high__s1__tpl_placement_active_20260320f,prop_0415__claude-opus-5-high__claude-sonnet-5-high__tpl_placement_active_20260320f,prop_0415,claude-sonnet-5-high,claude-opus-5-high,claude-opus-5-high,claude-opus-5-high,1,0,0
prop_0418__claude-fable-5-1-high__grok-4.6-high__s0__tpl_placement_active_20260813a,prop_0418__claude-fable-5-1-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0418,claude-fable-5-1-high,grok-4.6-high,claude-fable-5-1-high,grok-4.6-high,0,1,0
prop_0418__grok-4.6-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0418__claude-fable-5-1-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0418,grok-4.6-high,claude-fable-5-1-high,claude-fable-5-1-high,claude-fable-5-1-high,1,0,0
prop_0420__claude-sonnet-5-high__kimi-k3__s0__tpl_placement_active_20260320f,prop_0420__claude-sonnet-5-high__kimi-k3__tpl_placement_active_20260320f,prop_0420,claude-sonnet-5-high,kimi-k3,kimi-k3,kimi-k3,1,0,0
prop_0420__kimi-k3__claude-sonnet-5-high__s1__tpl_placement_active_20260320f,prop_0420__claude-sonnet-5-high__kimi-k3__tpl_placement_active_20260320f,prop_0420,kimi-k3,claude-sonnet-5-high,kimi-k3,kimi-k3,1,0,0
prop_0421__claude-opus-5-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0421__claude-opus-5-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0421,claude-opus-5-high,muse-spark-1.3-high,claude-opus-5-high,claude-opus-5-high,1,0,0
prop_0421__claude-sonnet-5-high__kimi-k3__s0__tpl_placement_active_20260320f,prop_0421__claude-sonnet-5-high__kimi-k3__tpl_placement_active_20260320f,prop_0421,claude-sonnet-5-high,kimi-k3,kimi-k3,claude-sonnet-5-high,0,0,1
prop_0421__kimi-k3__claude-sonnet-5-high__s1__tpl_placement_active_20260320f,prop_0421__claude-sonnet-5-high__kimi-k3__tpl_placement_active_20260320f,prop_0421,kimi-k3,claude-sonnet-5-high,kimi-k3,TIE,0,0,0
prop_0421__muse-spark-1.3-high__claude-opus-5-high__s1__tpl_placement_active_20260813a,prop_0421__claude-opus-5-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0421,muse-spark-1.3-high,claude-opus-5-high,muse-spark-1.3-high,muse-spark-1.3-high,1,0,0
prop_0423__gpt-6-astra-high__grok-4.6-high__s0__tpl_placement_active_20260813a,prop_0423__gpt-6-astra-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0423,gpt-6-astra-high,grok-4.6-high,gpt-6-astra-high,grok-4.6-high,0,1,0
prop_0423__grok-4.6-high__gpt-6-astra-high__s1__tpl_placement_active_20260813a,prop_0423__gpt-6-astra-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0423,grok-4.6-high,gpt-6-astra-high,gpt-6-astra-high,gpt-6-astra-high,1,0,0
